Empresas com Registro no SND (*)- Gerado em 20/10/2019 01:42:46

Código do Ativo	Empresa        	Série	Emissão	IPO	Situação	ISIN	Registro CVM da Emissão	Data de Registro CVM da Emissão	Registro CVM do Programa	Data de Registro CVM do Programa	Data de Emissão	 Data de Vencimento	Motivo de Saída 	Data de Saída / Novo Vencimento	 Data do Início da Rentabilidade	Data do Início da Distribuição	Data da Próxima Repactuação	Ato Societário (1)	Data do Ato (1)	Ato Societário (2)	Data do Ato (2)	Forma	Garantia/Espécie	Classe	Quantidade Emitida	Artigo 14º	Artigo 24º	Quantidade em Mercado	Quantidade em Tesouraria	Quantidade Resgatada	Quantidade  Cancelada	Quantidade Convertida no SND	Quantidade Convertida fora do SND	Quantidade Permutada no SND	Quantidade Permutada fora do SND	Unidade Monetária	Valor Nominal na Emissão	Unidade Monetária	Valor Nominal Atual	Data Últ. VNA	Índice	Tipo	Critério de Cálculo	Dia de Referência para Índice de Preços	Critério para Índice	Corrige a cada	Percentual Multiplicador/Rentabilidade	Limite da TJLP	Tipo de Tratamento do Limite da TJLP	Juros Critério Antigo do SND	Prêmios Critério Antigo do SND	Amortização - Taxa	Amortização - Cada	Amortização - Unidade	Amortização - Carência	Amortização - Critério	Tipo de Amortização	Juros Critério Novo - Taxa	Juros Critério Novo - Prazo	Juros Critério Novo - Cada	Juros Critério Novo - Unidade	Juros Critério Novo - Carência	Juros Critério Novo - Critério	Juros Critério Novo - Tipo	Prêmio Critério Novo - Taxa	Prêmio Critério Novo - Prazo	Prêmio Critério Novo - Cada	Prêmio Critério Novo - Unidade	Prêmio Critério Novo - Carência	Prêmio Critério Novo - Critério	Prêmio Critério Novo - Tipo	Participação - Taxa	Participação - Cada	Participação - Unidade	Participação - Carência	Participação - Descrição	Rating1	Agência Classificadora	Rating2	Agência Classificadora	Rating3	Agência Classificadora	Banco Mandatário	Agente Fiduciário	Instituição Depositária	Coordenador Líder	CNPJ	Deb. Incent. (Lei 12.431)	Escritura Padronizada	Resgate Antecipado
CBMG21    	COMPANHIA SECURITIZADORA DE CREDITOS FINANCEIROS CARTOES CONSIGNADOS BMG...	 002	 001	 -	Excluído	BRSCCCDBS015	DISPENSA ICVM 476/09	31/08/2017			15/06/2017	15/09/2022	24/05/2019 - CANCELAMENTO	15/09/2022	01/09/2017	01/09/2017	 -	AGE	12/05/2017			Escritural	Real	Simples	498319			000000000000	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	1000	23/05/2019	IPCA		Não Padrão - SND		-		 -	0	 - 	6.2002% a.a 252 dias 		 - 	0001	MES	15/10/2018	 -	Percentual variável sobre o valor nominal atualizado em períodos uniformes	0							0							0		 -									BANCO BRADESCO S/A	VORTX DTVM LTDA.	BANCO BRADESCO S/A	XP INVESTIMENTOS CCTVM S/A	27137879000174	N		S
CBPO13    	COMPANHIA BRASILEIRA DE PROJETOS E OBRAS - CBPO	 001	 003	 -	Excluído		SEP/GER/DEB - 89/022	27/12/1989			01/11/1989	01/11/1994	15/10/1992 - CANCELAMENTO	15/10/1992	02/01/1990		 -	AGE	01/11/1989			Nominativa	Subordinada	Simples	60000			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	5043,4	R$	0		TR	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	12% a.a 360 dias 		0	0000		 - 	 -	 - 	0							0							0		 -									UNIBANCO UNIAO DE BCOS BRASILEIROS S/A	HEDGING-GRIFFO CV S/A		UNIBANCO - UNIAO DE BCOS BRASILEIROS S/A	61156410000110	N	n	
CBR11     	COMPANHIA INDUSTRIAL BRASILEIRA DE ALIMENTOS - CBR	 001	 001	 -	Excluído		SEP/GER/DCA - 91/001	29/04/1991			01/03/1991	01/05/1993	01/05/1994 - VENCIMENTO	01/05/1994	01/08/1991		 -	AGE	11/03/1991			Nominativa	Real	Conversível	2954			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	158120	R$	0		TR	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	12% a.a 360 dias 		0.8	0000		 - 	 -	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	0							0							0		 -									BANCO DO BRASIL S/A	LUIZ EDUARDO CERVASIO		BB DTVM S/A	07998164000107	N	n	
CBRD10    	COMPANHIA BRASILEIRA DE DISTRIBUICAO	 UNI	 010	 -	Excluído	BRPCARDBS088	DISPENSA ICVM 476/09	29/12/2011			29/12/2011	29/06/2015	30/06/2015 - VENCIMENTO	29/06/2015	29/12/2011		 -	RCA	14/12/2011			Escritural	Quirografária	Simples	80000			000000080000	000000000000	000000000000	000000000000		000000000000		000000000000	R$	10000	R$	10000	29/06/2015	DI	Integrante de Juros	Padrão - SND		-		108.5	0	 - 	 -		 - 	 - 		 - 	 -	 - 			0012	MES	29/12/2012	 - 	Linear	0	000	    	0 0		 - 	 -	0	0000	 -									BANCO BRADESCO S/A	SLW CVC LTDA	BANCO BRADESCO S/A	BB BCO DE INVESTIMENTO S/A	47508411000156	N	n	S
CBRD16    	COMPANHIA BRASILEIRA DE DISTRIBUICAO	 001	 006	Não	Excluído	BRPCARDBS039	CVM/SRE/DEB-2007/007	27/04/2007			01/03/2007	01/03/2013	01/03/2013 - VENCIMENTO	01/03/2013	01/03/2007	03/05/2007	 -	RCA	27/03/2007	RCA	25/04/2007	Escritural	Quirografária	Simples	54000	0	0	000000054000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	10000	R$	3333,34	01/03/2013	DI	Integrante de Juros	Padrão - SND	00	DU		100	0	 - 	 -		33.3333	0012	MES	01/03/2011	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0,5	252	0006	MES	01/09/2007	Útil	Exponencial	0	000	    	0 0		 - 	 -	0	0000	 -									BANCO BRADESCO S/A	PENTAGONO SA DTVM	BANCO BRADESCO S/A	ITAU UNIBANCO CISÃO PARCIAL  B ITAU BBA	47508411000156	N	n	
CBRD17    	COMPANHIA BRASILEIRA DE DISTRIBUICAO	 UNI	 007	 -	Excluído	BRPCARDBS054	DISPENSA ICVM 476/09	19/06/2009			15/06/2009	05/06/2011	08/06/2011 - VENCIMENTO	08/06/2011	15/06/2009	22/06/2009	 -	RCA	08/06/2009	   		Escritural	Quirografária	Simples	200	0	0	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	1000000	R$	0	07/06/2011	DI	Integrante de Juros	Padrão - SND	00	DU		119	0	 - 	 -		0	0000	   	 - 	 -	 - 	0	000	0024	MES	05/06/2011	Útil	Exponencial	0	000	    	   		 - 	 -	0	0000	 -									BANCO BRADESCO S/A	SIMPLIFIC PAVARINI DTVM LTDA	BANCO BRADESCO S/A	ITAU UNIBANCO CISÃO PARCIAL  B ITAU BBA	47508411000156	N	n	
CBRD18    	COMPANHIA BRASILEIRA DE DISTRIBUICAO	 UNI	 008	 -	Excluído	BRPCARDBS062	DISPENSA ICVM 476/09	23/12/2009			15/12/2009	15/12/2014	16/12/2014 - VENCIMENTO	15/12/2014	15/12/2009		 -	RCA	04/12/2009			Escritural	Quirografária	Simples	500			000000000000	000000000000	000000000500	000000000000		000000000000		000000000000	R$	1000000	R$	200000	15/12/2014	DI	Integrante de Juros	Padrão - SND		-		109.5	0	 - 	 -		20	0006	MES	15/12/2012	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes			0006	MES	15/12/2012	 - 	Linear	0	000	    	0 0		 - 	 -	0	0000	 -									BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM SA	BANCO BRADESCO S/A	BB BCO DE INVESTIMENTO S/A	47508411000156	N	n	S
CBRD19    	COMPANHIA BRASILEIRA DE DISTRIBUICAO	 UNI	 009	 -	Excluído	BRPCARDBS070	DISPENSA ICVM 476/09	11/01/2011			05/01/2011	05/01/2014	07/01/2014 - VENCIMENTO	05/01/2014	05/01/2011		 -	RCA	15/12/2010			Escritural	Quirografária	Simples	610			000000000000	000000000000	000000000610	000000000000		000000000000		000000000000	R$	1000000	R$	1000000	03/01/2014	DI	Integrante de Juros	Padrão - SND		DU		107.75	0	 - 	 -		 - 	 - 		 - 	 -	 - 					05/01/2014	 - 	Linear	0	000	    	0 0		 - 	 -	0	0000	 -									BANCO BRADESCO S/A	PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	BANCO BRADESCO S/A	BB BCO DE INVESTIMENTO S/A	47508411000156	N	n	S
CBRD26    	COMPANHIA BRASILEIRA DE DISTRIBUICAO	 002	 006	Não	Excluído	BRPCARDBS047	CVM/SRE/DEB-2007/008	27/04/2007			01/03/2007	01/03/2013	01/03/2013 - VENCIMENTO	01/03/2013	01/03/2007	03/05/2007	 -	RCA	27/03/2007	RCA	25/04/2007	Escritural	Quirografária	Simples	23965	0	0	000000021316	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	10000	R$	3333,34	01/03/2013	DI	Integrante de Juros	Padrão - SND	00	DU		100	0	 - 	 -		33.3333	0012	MES	01/03/2011	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0,5	252	0006	MES	01/09/2007	Útil	Exponencial	0	000	    	0 0		 - 	 -	0	0000	 -									BANCO BRADESCO S/A	PENTAGONO SA DTVM	BANCO BRADESCO S/A	ITAU UNIBANCO CISÃO PARCIAL  B ITAU BBA	47508411000156	N	n	
CBRDA2    	COMPANHIA BRASILEIRA DE DISTRIBUICAO	 UNI	 012	 -	Excluído	BRPCARDBS0A9	DISPENSA ICVM 476/09	16/09/2014			12/09/2014	12/09/2019	27/12/2018 - RESGATE TOTAL ANTECIPADO	12/09/2019	17/09/2014	17/09/2014	 -	RCA	02/09/2014			Escritural	Quirografária	Simples	900000			000000000000	000000000000	000000900000			000000000000		000000000000	R$	1000	R$	500	26/12/2018	DI		Padrão - SND		-		107	0	 - 	 -		50	0012	MES	12/09/2018	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes			0006	MES	12/03/2015	 - 	 - 		-				 - 	 -	0		 -									BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	47508411000156	N	n	S
CBRDA5    	COMPANHIA BRASILEIRA DE DISTRIBUICAO	 UNI	 015	 -	Registrado	BRPCARDBS0B7	DISPENSA ICVM 476/09	15/01/2018			15/01/2018	15/01/2021		15/01/2021	17/01/2018	16/01/2018	 -	RCA	15/12/2017			Escritural	Quirografária	Simples	800000			000000800000	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	1000	18/10/2019	DI		Padrão - SND		-		104.75	0	 - 	 -		 - 	 - 		 - 	 -	 - 			0006	MES	15/07/2018	 - 	 - 		-				 - 	 -	0		 -									BANCO BRADESCO S/A	VORTX DTVM LTDA.	BANCO BRADESCO S/A	BB BCO DE INVESTIMENTO S/A	47508411000156	N		S
CBRDA6    	COMPANHIA BRASILEIRA DE DISTRIBUICAO	 001	 016	 -	Registrado	BRPCARDBS005	DISPENSA ICVM 476/09	10/09/2018			10/09/2018	10/09/2021		10/09/2021	11/09/2018	11/09/2018	 -	RCA	22/08/2018			Escritural	Quirografária	Simples	700000			000000700000	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	1000	18/10/2019	DI		Padrão - SND		-		106	0	 - 	 -		 - 	 - 		 - 	 -	 - 			0006	MES	10/03/2019	 - 	 - 		-				 - 	 -	0		 -									BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	47508411000156	N		S
CBRDB6    	COMPANHIA BRASILEIRA DE DISTRIBUICAO	 002	 016	 -	Registrado	BRPCARDBS0C5	DISPENSA ICVM 476/09	10/09/2018			10/09/2018	10/09/2022		10/09/2022	11/09/2018	11/09/2018	 -	RCA	22/08/2018			Escritural	Quirografária	Simples	500000			000000500000	000000000000	000000000000			000000000000		000000000000	R$	1000	R$	1000	18/10/2019	DI		Padrão - SND		-		107.4	0	 - 	 -		 - 	 - 		 - 	 -	 - 			0006	MES	10/03/2019	 - 	 - 		-				 - 	 -	0		 -									BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	47508411000156	N		S
CBV11     	CBV INDUSTRIA MECANICA S/A	 001	 001	 -	Excluído		SEP/GER/DEB - 90/006	05/02/1990			01/01/1990	01/01/1995	01/01/1995 - VENCIMENTO	01/01/1995	01/02/1990		 -	AGE	19/01/1990			Nominativa	Flutuante	Simples	5000			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	10951,8	R$	0		TR	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	 -		0	0000		 - 	 -	 - 	0							0							0		 -										CARLOS ROCHA VILLELA		PENTAGONO S/A DTVM	33051186000167	N	n	
CBV21     	CBV INDUSTRIA MECANICA S/A	 002	 001	 -	Excluído		SEP/GER/DEB - 90/011	02/03/1990			01/01/1990	01/01/1995	01/01/1995 - VENCIMENTO	01/01/1995	01/02/1990		 -	AGE	19/01/1990			Nominativa	Flutuante	Simples	3500			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	10951,8	R$	0		TR	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	 -		0	0000		 - 	 -	 - 	0							0							0		 -										CARLOS ROCHA VILLELA		PENTAGONO S/A DTVM	33051186000167	N	n	
CBVP11    	COMPANHIA BRASILEIRA DE VIDROS PLANOS - CBVP	 UNI	 001	 -	Registrado	BRCBVPDBS005	DISPENSA ICVM 476/09	10/08/2012			10/08/2012	10/05/2022		10/05/2022	10/08/2012		 -	AGE	20/07/2012			Escritural	Quirografária	Simples	400			000000000200	000000000000	000000000000	000000000000		000000000000		000000000000	R$	1000000	R$	675000	18/10/2019	DI	Integrante de Juros	Padrão - SND		-		119.08	0	 - 	 -		 - 	 - 		 - 	 -	Percentual variável sobre o valor nominal de emissão em períodos não uniformes					10/05/2013	 - 	 - 	0	000	    	0 0		 - 	 -	0	0000	 -									ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BANCO BRADESCO BBI S/A        	10858291000107	N	n	S
CCBN12    	CONCESSIONARIA BAHIA NORTE S/A	 UNI	 002	 -	Registrado	BRCBHNDBS017	DISPENSA ICVM 476/09	10/05/2013			21/12/2012	21/12/2019		21/12/2019	21/12/2012	13/05/2013	 -	AGE	14/12/2012			Escritural	Real	Simples	3800			000000003800	000000000000	000000000000	000000000000		000000000000		000000000000	R$	10000	R$	1842,1	18/10/2019	DI	Integrante de Juros	Padrão - SND		-		100	0	 - 	 -		 - 	0006	MES	21/06/2015	 -	Percentual variável sobre o valor nominal de emissão em períodos uniformes	2,5	252	0006	MES	21/06/2013	Útil	Exponencial	0	000	    	0 0		 - 	 -	0	0000	 -									BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO DO NORDESTE DO BRASIL S/A	12160715000190	N	n	S
CCCC11    	CONSTRUCOES E COMERCIO CAMARGO CORREA S/A	 UNI	 001	 -	Excluído	BRCCCCDBS001	DISPENSA ICVM 476/09	28/04/2010			29/04/2010	29/04/2015	02/12/2013 - RESGATE TOTAL ANTECIPADO	29/04/2015	29/04/2010		 -	AGE	30/03/2010			Escritural	Quirografária	Simples	400			000000000000	000000000000	000000000400	000000000000		000000000000		000000000000	R$	1000000	R$	666666,666675	29/11/2013	DI	Integrante de Juros	Padrão - SND		DU		109.9	0	 - 	 -		 - 	0012	MES	29/04/2013	 -	Percentual variável sobre o valor nominal de emissão em períodos uniformes			0006	MES	29/10/2010	 - 	Linear	0	000	    	0 0		 - 	 -	0	0000	 -									BANCO BRADESCO S/A	ARTHUR BRANDI SOBRINHO	BANCO BRADESCO S/A	BB BCO DE INVESTIMENTO S/A	61522512000102	N	n	S
CCCI11    	INTERCEMENT BRASIL S.A.	 001	 001	Não	Excluído	BRCCCIDBS008	CVM/SRE/DEB-2005/004	28/01/2005			01/12/2004	01/12/2007	01/12/2007 - VENCIMENTO	01/12/2007	01/12/2004	01/02/2005	 -	RCA	23/11/2004	RCA	27/01/2005	Escritural	Subordinada	Simples	10000	0	0	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	10000	R$	0	04/12/2007	DI	Integrante de Juros	Padrão - SND	00	DU		103	0	 - 	 -		0	0000	   	 - 	 -	 - 	0	000	0006	MES	01/06/2005	Útil	Exponencial	0	000	    	   		 - 	 -	0	0000	 -									BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BCO BTG PACTUAL S/A	62258884000136	N	n	
CCCI12    	INTERCEMENT BRASIL S.A.	 001	 002	 -	Registrado	BRCCCIDBS024	DISPENSA ICVM 476/09	20/04/2012			19/04/2012	19/04/2022		19/04/2022	23/04/2012		 -	AGE	18/10/2011	AGE	18/02/2012	Escritural	Quirografária	Simples	100000			000000100000	000000000000	000000000000	000000000000		000000000000		000000000000	R$	10000	R$	5001	18/10/2019	DI	Integrante de Juros	Padrão - SND		-		115	0	 - 	 -		 - 	0012	MES	19/04/2017	 -	Percentual variável sobre o valor nominal de emissão em períodos uniformes			0012	MES	19/04/2013	 - 	 - 	0	000	    	0 0		 - 	 -	0	0000	 -									BANCO BRADESCO S/A	PLANNER TRUSTEE DTVM LTDA	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	62258884000136	N	n	S
CCCI21    	INTERCEMENT BRASIL S.A.	 002	 001	Não	Excluído	BRCCCIDBS016	CVM/SRE/DEB-2005/005	28/01/2005			01/12/2004	01/12/2009	03/12/2009 - VENCIMENTO	03/12/2009	01/12/2004	01/02/2005	 -	RCA	23/11/2004	RCA	27/01/2005	Escritural	Subordinada	Simples	20000	6000	0	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	10000	R$	0	02/12/2009	DI	Integrante de Juros	Padrão - SND	00	DU		104.5	0	 - 	 -		0	0000	   	 - 	 -	 - 	0	000	0006	MES	01/06/2005	Útil	Exponencial	0	000	    	   		 - 	 -	0	0000	 -									BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BCO BTG PACTUAL S/A	62258884000136	N	n	
CCCI22    	INTERCEMENT BRASIL S.A.	 002	 002	 -	Registrado	BRCCCIDBS032	DISPENSA ICVM 476/09	20/04/2012			19/04/2012	19/04/2022		19/04/2022	23/04/2012		 -	AGE	18/10/2011	AGE	18/02/2012	Escritural	Quirografária	Simples	50000			000000032284	000000000716	000000017000	000000000000		000000000000		000000000000	R$	10000	R$	5001	18/10/2019	DI	Integrante de Juros	Padrão - SND		-		115	0	 - 	 -		 - 	0012	MES	19/04/2017	 -	Percentual variável sobre o valor nominal de emissão em períodos uniformes			0006	MES	19/10/2012	 - 	 - 	0	000	    	0 0		 - 	 -	0	0000	 -									BANCO BRADESCO S/A	PLANNER TRUSTEE DTVM LTDA	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	62258884000136	N	n	S
CCCP11    	CAMARGO CORREA CONSTRUCOES E PARTICIPACOES S.A	 UNI	 001	 -	Excluído	BRCCCPDBS003	DISPENSA ICVM 476/09	28/11/2013			29/11/2013	29/11/2018	02/12/2016 - CANCELAMENTO	29/11/2018	29/11/2013	29/11/2013	 -	AGE	13/11/2013			Escritural	Quirografária	Simples	47000			000000000000	000000000000	000000000000	000000047000		000000000000		000000000000	R$	10000	R$	6500	01/12/2016	DI		Padrão - SND		-		109.6	0	 - 	 -		 - 	0012	MES	29/11/2015	 -	Percentual variável sobre o valor nominal de emissão em períodos uniformes			0006	MES	29/05/2014	 - 	 - 						 - 	 -	0		 -									BANCO BRADESCO S/A	PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	BANCO BRADESCO S/A	BB BCO DE INVESTIMENTO S/A	11196609000102	N	n	S
CCCP12    	CAMARGO CORREA CONSTRUCOES E PARTICIPACOES S.A	 UNI	 002	 -	Excluído	BRCCCPDBS011	DISPENSA ICVM 476/09	28/11/2016			24/11/2016	24/11/2020	01/08/2018 - RESGATE TOTAL ANTECIPADO	24/11/2020	29/11/2016	25/11/2016	 -	AGE	21/11/2016			Escritural	Quirografária	Simples	45825			000000005499	000000000000	000000040326			000000000000		000000000000	R$	10000	R$	10000	31/07/2018	DI		Padrão - SND		-		125	0	 - 	 -		20	0006	MES	24/11/2018	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes			0006	MES	24/05/2017	 - 	 - 		-				 - 	 -	0		 -									BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM SA	BANCO BRADESCO S/A	BB BCO DE INVESTIMENTO S/A	11196609000102	N		S
CCDM11    	CAMARGO CORREA DESENVOLVIMENTO IMOBILIARIO S/A	 UNI	 001	 -	Excluído	BRCCIMDBS007	DISPENSA ICVM 476/09	22/12/2009			23/12/2009	23/12/2015	11/01/2013 - RESGATE TOTAL ANTECIPADO	11/01/2013	23/12/2010	23/12/2009	 -	RCA	08/12/2009	   		Escritural	Quirografária	Simples	400	0	0	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	1000000	R$	0		DI	Integrante de Juros	Padrão - SND	00	DU		100	0	 - 	 -		50	0012	MES	23/12/2014	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	1,9	252	0006	MES	23/06/2011	Útil	Exponencial	0	000	    	0 0		 - 	 -	0	0000	 -									BANCO BRADESCO S/A	PENTAGONO SA DTVM	BANCO BRADESCO S/A	BB BCO DE INVESTIMENTO S/A	67203208000189	N	n	
CCDM12    	CAMARGO CORREA S/A	 UNI	 002	 -	Excluído	BRCCIMDBS015	DISPENSA ICVM 476/09	26/12/2012			14/12/2012	14/12/2019	08/11/2017 - RESGATE TOTAL ANTECIPADO	14/12/2019	14/12/2012		 -	AGE	05/12/2012			Escritural	Quirografária	Simples	400			000000000000	000000000000	000000000400	000000000000		000000000000		000000000000	R$	1000000	R$	1000000	07/11/2017	DI	Integrante de Juros	Padrão - SND		-		100	0	 - 	 -		 - 	0012	MES	14/12/2017	 -	Percentual variável sobre o valor nominal de emissão em períodos uniformes	0,95	252	0006	MES	14/06/2013	Útil	Exponencial	0	000	    	0 0		 - 	 -	0	0000	 -									BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM SA	BANCO BRADESCO S/A	CAIXA ECONOMICA FEDERAL       	01098905000109	N	n	S
CCFL11    	HSBC BRASIL S.A - BANCO DE INVESTIMENTO	 001	 001	 -	Excluído	BRLCCFDBS013	SEP/GER/DEB - 95/109	15/12/1995			01/09/1995		30/08/2002 - RESGATE TOTAL ANTECIPADO	30/08/2002	01/09/1998	20/12/1995	 -	AGE	15/08/1995			Nominativa	Subordinada	Simples	6000			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	10000	R$	0	31/07/2002	ANBID	Correção Monetária	Não Padrão - SND	00	DC		0	0	 - 	0  000		0	0000	   	 - 	 -	 - 	0							0							0	0000	 -									HSBC BANK BRASIL S/A - B. M.	OLIVEIRA TRUST DTVM S/A		BANCO CCF BRASIL S/A	53518684000184	N	n	
CCFL12    	HSBC BRASIL S.A - BANCO DE INVESTIMENTO	 UNI	 002	 -	Excluído	BRLCCFDBS021	SEP/GER/DEB - 96/079	05/08/1996			03/05/1996		13/10/2008 - VENCIMENTO	13/10/2008	09/10/2001		 -	AGE	29/04/1996	   		Nominativa	Subordinada	Simples	200000			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	1000	R$	0	10/10/2008	DI	Integrante de Juros	Padrão - SND	00	DU		100	0	 - 	 -		0	0000	   	 - 	 -	 - 	0,8	252	0012	MES	09/10/2002	Útil	Exponencial	0	000	    	   		 - 	 -	0	0000	 -									HSBC BANK BRASIL S/A - B. M.	OLIVEIRA TRUST DTVM S/A	 SEM INSTITUIÇÃO DEPOSITÁRIA	BANCO CCF BRASIL S/A	53518684000184	N	n	
CCGR12    	CCAB AGRO S.A.	 001	 002	 -	Registrado	BRCCABDBS007	Dispensa ICVM 476/09	28/10/2015			21/09/2015	05/12/2019		05/12/2019	21/09/2015	15/10/2015	 -	AGE	08/09/2015			Escritural	Real	Simples	25			000000000025	000000000000	000000000000			000000000000		000000000000	R$	420000	R$	70001,4	18/10/2019	DI		Padrão - SND		-		100	0	 - 	 -		16.6666	0006	MES	05/06/2017	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	3,75	252		DIA	06/06/2016	Útil	Exponencial		-				 - 	 -	0		 -										PLANNER TRUSTEE DTVM LTDA	OLIVEIRA TRUST DTVM  S/A	BR PARTNERS BANCO DE INVESTIMENTO S.A.	08938255000101	N	n	S
CCGR22    	CCAB AGRO S.A.	 002	 002	 -	Registrado	BRCCABDBS015	Dispensa ICVM 476/09	28/10/2015			21/09/2015	05/12/2019		05/12/2019	21/09/2015	15/10/2015	 -	AGE	08/09/2015			Escritural	Real	Simples	25			000000000025	000000000000	000000000000			000000000000		000000000000	R$	420000	R$	70001,4	18/10/2019	DI		Padrão - SND		-		100	0	 - 	 -		16.6666	0006	MES	05/06/2017	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	3,5	252		DIA	06/12/2016	Útil	Exponencial		-				 - 	 -	0		 -										PLANNER TRUSTEE DTVM LTDA	OLIVEIRA TRUST DTVM  S/A	BR PARTNERS BANCO DE INVESTIMENTO S.A.	08938255000101	N	n	S
CCGR32    	CCAB AGRO S.A.	 003	 002	 -	Registrado	BRCCABDBS023	Dispensa ICVM 476/09	28/10/2015			21/09/2015	05/12/2019		05/12/2019	21/09/2015	15/10/2015	 -	AGE	08/09/2015			Escritural	Real	Simples	25			000000000025	000000000000	000000000000			000000000000		000000000000	R$	420000	R$	70001,4	18/10/2019	DI		Padrão - SND		-		100	0	 - 	 -		16.6666	0006	MES	05/06/2017	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	3,75	252	0006	MES	05/06/2017	Útil	Exponencial		-				 - 	 -	0		 -										PLANNER TRUSTEE DTVM LTDA	OLIVEIRA TRUST DTVM  S/A	BR PARTNERS BANCO DE INVESTIMENTO S.A.	08938255000101	N	n	S
CCGR42    	CCAB AGRO S.A.	 004	 002	 -	Registrado	BRCCABDBS031	Dispensa ICVM 476/09	28/10/2015			21/09/2015	05/12/2019		05/12/2019	21/09/2015	15/10/2015	 -	AGE	08/09/2015			Escritural	Real	Simples	25			000000000023	000000000000	000000000000			000000000000		000000000000	R$	420000	R$	162400,56	18/10/2019	DI		Padrão - SND		-		100	0	 - 	 -		15.3333	0006	MES	05/12/2017	 -	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	3,5	252	0006	MES	05/12/2017	Útil	Exponencial		-				 - 	 -	0		 -										PLANNER TRUSTEE DTVM LTDA	OLIVEIRA TRUST DTVM  S/A	BR PARTNERS BANCO DE INVESTIMENTO S.A.	08938255000101	N	n	N
CCHO01    	CAMARGO CORREA S/A	 001	 001	 -	Excluído	BRCCHODBS005	DISPENSA ICVM 476/09	22/06/2009			01/06/2009	01/06/2019	23/12/2009 - RESGATE TOTAL ANTECIPADO	23/12/2009	23/06/2009		 -	AGE	10/06/2009	   		Escritural	Real	Simples	28			000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	000000000000	R$	1000000	R$	0	01/06/2009	DI	Integrante de Juros	Não Padrão - SND	00	DU		0	0	 - 	0  000		12.5	0012	MES	01/06/2012	 -	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	0							0							0	0000	 -									BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM S/A	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	01098905000109	N	n	
